pH,Turbidity,Total Phosphorus (TP),Specific Conductance (Field),Water Temperature (Field),Total Suspended Solids (TSS),Nitrate (NO3-N),Ammonia (NH3-N),True Color,Total Organic Carbon (TOC),Total Dissolved Phosphorus (TDP),NOx (Calculated),Nitrite (NO2-N),Sulphate (SO4),Total Alkalinity,Chloride (Cl),Potassium (K)(Dissolved),Sodium (Na)(Dissolved),Magnesium (Mg)(Dissolved),Calcium (Ca)(Dissolved),Sodium Adsorption Ratio (SAR)(Calculated),Dissolved Oxygen (Field),Total Kjeldahl Nitrogen (TKN),Hardness,Fluoride (F),contaminated
8.4,1.8,0.007,391.6,16.7,2.0,0.044,0.05,6.6,2.8,0.003,0.044,0.005,20.8,189.0,4.4,1.8,10.3,16.2,47.7,1.82,8.32,0.14,186.0,0.11,1
8.251999999999999,26.0,0.02551999999999999,335.506,9.821169999999997,40.781000000000006,0.04788000000000002,0.05769999999999993,5.0,1.9690000000000005,0.003990000000000003,0.053900000000000024,0.004680000000000004,51.975999999999985,146.94399999999993,9.661999999999999,1.0914000000000004,7.051000000000007,15.893999999999998,53.715999999999994,1.2199,10.164499999999999,0.20168000000000005,196.98,0.2479999999999999,1
8.3,5.02,0.062,309.7,14.0,2.6,0.034,0.05,26.6,7.3,0.008,0.034,0.003,12.0,157.1,1.4,0.8,4.3,11.0,44.0,0.82,9.91,0.183,163.0,0.14,1
8.5,0.77,0.005,286.5,15.8,0.5,0.069,0.05,1.0,0.7,0.003,0.069,0.003,36.0,115.4,1.7,0.5,2.0,13.2,39.9,0.39,9.53,0.1,150.0,0.12,0
8.5,1.73,0.005,273.9,8.4,2.0,0.017,0.04,7.6,3.7,0.002,0.017,0.002,13.7,162.43999999999997,0.4,0.7,2.2,10.8,50.2,0.4,10.2,0.22682000000000002,176.75,0.17,0
8.4,3.43,0.018,313.4,13.9,2.0,0.065,0.02,2.7,1.9,0.003,0.065,0.002,43.5,133.1,2.9,0.7,2.7,12.9,47.9,0.49,8.7,0.06,191.0,0.26,0
8.289999999999992,0.84,0.0034200000000000025,396.87799999999993,6.208560000000001,1.1750000000000003,0.06700000000000012,0.01999999999999997,1.027,0.703000000000001,0.0030500000000000024,0.06700000000000012,0.0020000000000000013,62.466,153.493,27.562000000000015,1.088,15.870999999999997,18.3,57.685,2.5809000000000015,10.571800000000005,0.12398000000000003,215.85,0.25659999999999994,0
8.9,20.37170000000001,0.38,947.0,12.9,27.3,0.26324,0.24,55.32899999999998,15.767999999999997,0.1667,0.27569999999999995,0.02161399999999999,131.4,262.8,62.0,7.3,129.5,27.8,40.8,22.1,8.536000000000003,1.81,218.67,0.21230000000000016,1
8.4,0.58,0.01,391.0,6.7,0.5,0.074,0.05,2.7,1.5,0.004,0.079,0.005,69.0,160.9,5.8,1.0,4.8,17.2,56.8,0.79,12.04,0.1,230.0,0.29,1
8.3,1.92,0.016,278.0,14.0,4.0,0.043,0.06,13.1,5.0,0.009,0.043,0.003,11.0,159.5,4.9,1.2,7.5,11.4,48.6,1.37,9.35,0.22,166.0,0.1,1
8.2,0.55,0.002930000000000002,295.0,3.5,1.5040000000000007,0.04,0.02,1.5499999999999994,0.74,0.0020700000000000015,0.04,0.0035680000000000017,59.6,157.6,1.0,0.7,2.3,17.9,67.2,0.35,11.592399999999998,0.09366000000000002,215.0,0.35,1
8.1,1.1,0.01,533.0,0.105,2.0,0.247,0.05,2.0,1.2,0.006,0.247,0.005,75.7,187.0,17.1,1.1,9.3,21.0,71.2,1.36,12.46,0.18,264.0,0.28,0
7.9,2.91,0.017,492.8,0.1,0.5,0.29,0.05,4.4,2.3,0.009,0.29,0.003,49.0,218.9,76.0,2.9,52.0,20.0,68.1,7.83,13.36,0.23,260.0,0.11,1
8.247000000000003,2.3,0.005420000000000004,383.9720000000001,8.1,4.145499999999999,0.04728000000000001,0.05059999999999994,3.4560000000000004,1.4420000000000008,0.0020600000000000015,0.05105999999999995,0.004850000000000004,65.58799999999998,146.98950000000002,8.155000000000003,0.9424999999999999,6.307,16.3,55.355999999999995,1.0456999999999996,10.434999999999997,0.14029,205.68,0.27860000000000007,0
8.4,11.446000000000005,0.062,1170.0,1.3,13.0,1.43,0.9,26.96300000000002,10.398,0.026819999999999986,1.43,0.08,177.4,360.0,67.3,6.5,112.7,53.7,80.7,13.7,12.486899999999997,0.944,405.52,0.2502000000000001,1
8.220000000000008,5.0854,0.009650000000000008,390.23299999999995,7.899600000000001,9.124,0.04834199999999997,0.060899999999999926,6.052000000000001,2.1279999999999997,0.0030300000000000023,0.049596000000000036,0.004848000000000004,63.34699999999998,138.9805,10.190999999999997,0.8907000000000004,7.051000000000005,15.718999999999994,53.36799999999998,1.2094999999999998,10.603299999999999,0.20253000000000024,199.48,0.26440000000000013,1
8.0,1.83,0.01,415.3,9.3,0.5,0.06,0.1,14.7,4.9,0.004,0.06,0.003,12.0,228.0,2.6,1.0,4.8,15.9,66.8,0.75,10.5,0.273,242.0,0.13,1
8.214000000000006,9.6,0.014399999999999993,351.8469999999998,8.882,15.964000000000004,0.05383000000000002,0.05179999999999993,10.0,2.562,0.0037000000000000028,0.05400000000000002,0.005000000000000004,53.79600000000001,143.613,10.224999999999996,1.0260000000000005,7.475999999999996,15.653999999999998,53.16900000000001,1.2883000000000007,10.250400000000004,0.20682999999999993,196.01,0.2453999999999999,0
8.4,7.46,0.01,253.3,14.7,7.1,0.107,0.04,7.3,2.9,0.003,0.107,0.002,32.3,145.3,3.4,0.9,3.8,13.2,48.7,0.68,9.3,0.231,178.0,0.22,1
8.4,3.64,0.01,297.6,12.6,6.0,0.064,0.04,1.0,1.4,0.002,0.064,0.002,31.0,122.1,2.4,0.4,2.5,12.0,41.4,0.48,9.3,0.28,157.0,0.1,1
8.301999999999994,9.859799999999991,0.018029999999999994,354.7,14.001,11.202000000000004,0.0676099999999999,0.045599999999999995,13.945000000000002,4.811000000000001,0.005240000000000003,0.06802999999999987,0.004630000000000004,15.312999999999997,177.42199999999994,4.728999999999998,1.348,8.215000000000002,13.70599999999999,51.647999999999996,1.4389999999999994,9.33,0.26900999999999997,184.75,0.11091999999999995,0
8.1,102.0,0.096,332.0,12.0,172.0,0.013,0.02,22.3,4.3,0.01,0.013,0.005,27.2,160.9,2.8,1.1,5.2,12.7,42.6,0.99,9.750700000000002,0.48,169.0,0.19,1
8.2,2.31,0.006,413.7,3.2,3.3,0.189,0.05,1.0,0.8,0.002,0.189,0.003,70.0,162.2,3.7,0.79,3.2,17.0,61.0,0.51,12.27,0.08,227.0,0.29,1
8.2,30.0,0.356,931.0,3.2,32.0,0.303,0.08,82.3,15.4,0.198,0.313,0.01,130.0,242.1,110.0,13.1,121.1,27.4,46.2,20.0,8.85,1.47,229.0,0.22,1
8.2,16.0,0.057,1991.0,-0.045,16.4,1.19,0.22,9.4,6.5,0.014,1.21,0.024,263.0,300.0,303.0,6.4,242.0,51.3,84.3,29.4,11.54,0.93,422.0,0.17,1
8.4,3.2,0.012,397.5,18.451,10.7,0.017,0.05,2.6,1.6,0.004,0.017,0.005,69.1,134.0,7.0,0.8,4.9,16.6,49.2,0.85,8.51,0.15,191.0,0.3,1
8.1,85.4,0.113,443.7,11.5,54.0,0.017,0.05,126.4,15.6,0.026,0.017,0.003,8.6,101.0,0.81,0.5,3.2,7.6,30.6,0.73,9.3,0.54,107.0,0.11,1
8.2,2.09,0.007,442.0,0.1,3.3,0.19,0.04,1.0,1.1,0.003,0.19,0.002,57.0,158.6,14.0,0.9,5.4,16.0,56.0,0.9,12.9,0.147,213.0,0.21,1
8.4,2.0,0.008,609.0,4.8,2.0,0.081,0.05,10.0,4.5,0.004,0.082,0.005,22.0,265.0,31.8,2.6,30.0,23.1,71.4,4.36,11.78,0.24,269.0,0.11,1
8.2,0.9,0.008,411.0,7.4,8.8,0.082,0.04,2.3,1.5,0.002,0.082,0.002,56.7,165.2,2.7,0.9,3.9,16.5,56.3,0.65,10.8,0.194,222.0,0.28,1
8.2,0.54,0.003,431.1,0.0,0.5,0.18,0.1,1.0,0.6250000000000006,0.002,0.18,0.003,77.0,154.5,1.9,0.67,2.9,16.0,58.0,0.48,13.22,0.238,223.0,0.27,0
8.4,2.75,0.005,519.0,15.8,3.5,0.125,0.04,1.0,0.9,0.002,0.125,0.002,30.7,118.2,2.2,0.4,2.4,12.5,38.5,0.48,10.2,0.07,150.0,0.1,0
8.4,2.06,0.005,318.1,1.4,2.8,0.069,0.04,1.0,1.1,0.002,0.069,0.002,40.0,128.9,3.6,0.6,3.2,13.1,46.2,0.59,12.6,0.25,170.0,0.18,0
8.1,1.0,0.008,404.2,0.0,3.4,0.162,0.05,2.0,1.1,0.003,0.162,0.005,81.2,177.0,16.3,1.2,10.6,22.7,67.7,1.58,13.05,0.14,262.0,0.33,1
8.4,0.74,0.009,426.1,12.04,1.0810000000000002,0.049,0.05,2.6,2.0,0.001,0.049,0.003,65.0,160.3,5.2,1.0,4.7,17.8,58.3,0.76,9.64,0.22,223.0,0.27,1
8.3,0.56,0.002,413.6,12.3,0.5,0.149,0.05,2.0,0.9,0.002,0.149,0.003,66.0,157.9,1.4,0.83,2.2,15.0,59.0,0.36,9.67,0.1,220.0,0.28,1
8.4,0.82,0.003,298.8,13.6,2.0,0.053,0.05,2.4,0.7,0.002,0.056,0.005,38.4,116.0,1.9,0.5,2.3,13.4,39.6,0.44,9.01,0.1,154.0,0.1,0
8.3,6.36,0.024,318.6,11.8,14.7,0.134,0.05,3.4,1.4,0.013,0.137,0.003,51.0,150.9,3.0,0.8,3.5,15.5,54.6,0.59,9.07,0.19,194.0,0.26,1
8.2,0.92,0.008,377.56999999999965,4.37531,2.0,0.011,0.05,3.3,1.6,0.007,0.011,0.005,60.5,143.0,5.1,0.7,3.9,15.5,50.8,0.67,11.6027,0.13,191.0,0.28,0
8.3,0.26,0.003,530.0,0.1,2.0,0.077,0.05,2.4,2.0,0.002,0.077,0.005,33.8,239.0,7.3,1.6,14.5,19.8,69.3,2.17,11.5,0.1,255.0,0.11,0
8.6,428.8130000000001,0.86,1330.0,14.7,42.0,0.37228,0.6547999999999999,50.13899999999997,16.505,0.29223999999999983,0.38521000000000005,0.10511399999999993,157.9,438.6,74.8,9.8,165.9,42.6,52.1,24.1,9.000500000000006,2.9458200000000003,312.99,0.2207,1
8.3,0.33,0.002,382.8,10.3,2.0,0.093,0.05,2.0,0.6,0.001,0.093,0.005,64.2,141.0,0.6,0.5,1.5,16.8,53.2,0.26,10.12,0.1,202.0,0.3,0
9.4,9.169799999999997,0.13,717.0,18.0,3.5,0.12256999999999996,0.8415999999999993,37.772999999999996,13.217999999999993,0.06924000000000001,0.14422000000000013,0.11223999999999994,93.2,178.5,44.6,4.9,92.5,20.4,21.8,20.1,8.295300000000005,1.16,184.8,0.2185000000000001,1
8.4,12.564900000000002,0.01,876.0,5.0,20.5,0.5,1.0,16.857000000000006,6.7860000000000005,0.007580000000000004,0.49892000000000003,0.11638000000000012,109.8,313.0,70.1,10.1,128.7,40.7,58.9,18.2,11.594899999999997,0.49015000000000003,320.31,0.2599000000000002,1
8.3,7.69,0.024,1044.0,6.9,11.5,1.634,0.05,7.6,4.1,0.01,1.634,0.003,170.0,351.9,56.0,5.1,66.0,52.0,84.0,8.0,10.63,0.4,454.0,0.19,1
8.5,2.06,0.002,320.4,19.0,2.7,0.019,0.02,2.3,1.3,0.002,0.019,0.002,47.81099999999999,143.21,8.102999999999998,0.8799999999999994,6.642000000000003,15.920999999999998,50.17800000000001,1.1563000000000003,8.9,0.14132000000000003,207.7,0.3036999999999999,1
8.4,0.6,0.003,324.1,3.8,0.5,0.083,0.04,1.0,0.9,0.002,0.083,0.002,44.0,129.6,2.5,0.5,2.5,14.0,48.0,0.45,11.4,0.233,166.0,0.15,0
8.3,0.94,0.003,316.0,2.0,0.5,0.108,0.04,1.0,0.7,0.002,0.108,0.002,41.9,130.6,1.9,0.4,2.1,14.3,44.8,0.39,14.3,0.07,171.0,0.14,0
8.4,2.84,0.006,280.0,6.0,2.7,0.0992,0.05,1.0,0.7,0.001,0.0992,0.003,46.0,128.8,1.7,0.52,1.9,12.0,43.0,0.36,11.6,0.1,171.0,0.15,0
7.8,16.166099999999993,0.015,733.0,2.7233099999999997,27.6,0.1,0.5,8.206000000000007,4.251,0.007170000000000005,0.1,0.048083999999999995,21.3,385.0,14.4,3.0,27.6,29.0,98.5,3.46,10.408700000000009,0.31840999999999986,337.8,0.11429999999999996,1
8.3,0.54,0.002,325.4,5.0,0.9,0.067,0.02,1.0,0.8,0.002,0.067,0.002,55.6,143.2,1.0,0.5,1.9,15.7,56.9,0.32,12.6,0.06,197.0,0.23,0
8.4,0.41,0.003,299.0,10.0,0.5,0.04,0.02,1.0,0.7,0.002,0.04,0.002,34.6,123.4,2.3,0.7,2.7,12.5,40.8,0.52,9.2,0.09,163.0,0.13,0
8.4,0.77,0.002,401.2,3.4,2.2,0.0739999999999999,0.019999999999999973,1.0,0.8,0.002,0.0739999999999999,0.0020300000000000014,64.679,153.25249999999997,11.237999999999998,0.9914999999999998,8.180000000000001,17.704000000000008,58.431,1.3316999999999999,12.1,0.10295000000000006,219.31,0.2717,0
8.249999999999996,3.0,0.007440000000000006,392.89899999999994,8.638789999999998,4.171,0.047589999999999966,0.05019999999999992,5.043000000000001,1.6889999999999998,0.0030500000000000024,0.051200000000000016,0.004844000000000004,62.96499999999998,140.10449999999997,10.403999999999998,0.8944000000000004,7.082000000000007,15.812999999999997,53.00100000000001,1.2096999999999998,10.384099999999998,0.18320999999999998,199.52,0.26390000000000013,0
8.3,27.8,0.295,798.0,8.0,80.0,0.233,0.2,66.1,13.5,0.16,0.233,0.003,85.8,271.3,49.8,9.8,74.0,27.6,48.7,12.0,10.1,1.283,245.0,0.19,1
8.3,2.45,0.049,290.0,10.8,2.7,0.03,0.18,20.6,6.2,0.037,0.03,0.003,8.0,146.0,3.7,1.0,6.9,10.2,42.4,1.35,9.38,0.3,142.0,0.093,1
8.2,3.52,0.003,464.0,1.6252399999999994,5.6,0.076,0.02,1.0,0.9,0.002,0.076,0.002,68.81000000000002,169.1589999999999,24.70400000000001,1.2980000000000005,19.17300000000001,19.591000000000005,63.54700000000002,2.9882999999999997,12.0957,0.13872,242.58,0.2824999999999999,0
8.1,29.0,0.135,747.4,0.3,15.0,0.42,0.23,17.0,5.7,0.075,0.434,0.013,68.7,160.0,108.0,4.0,66.0,18.6,63.8,10.3,13.26,0.88,237.0,0.24,1
8.3,2.19,0.005,318.0,0.5,3.7,0.148,0.04,1.0,0.8,0.002,0.148,0.002,41.6,132.1,3.1,0.5,3.1,15.5,46.4,0.56,13.3,0.072,176.0,0.18,0
8.213000000000006,19.162200000000002,0.01965999999999999,332.677,7.5,29.875,0.04983000000000004,0.052099999999999945,10.386999999999999,2.859999999999998,0.003950000000000003,0.05085999999999994,0.005120000000000003,42.70999999999998,144.37800000000001,7.794999999999999,1.1300000000000001,8.112000000000007,14.136999999999999,50.437999999999995,1.4220000000000002,10.144400000000003,0.21545000000000003,183.03,0.21410000000000007,0
8.2,3.6,0.006,364.2,8.997,13.7,0.118,0.05,3.2,1.4,0.004,0.125,0.007,54.1,139.0,1.5,0.6,2.4,14.5,52.5,0.41,10.05,0.1,191.0,0.26,0
8.1,0.69,0.012,488.0,9.6,1.8,0.095,0.05,1.0,1.6,0.005,0.095,0.002,69.0,184.44400000000007,8.2,1.5,8.0,19.2,67.9,1.21,8.9,0.23329999999999992,248.32,0.22,1
8.1,0.48,0.004,411.6,0.296,2.0,0.059,0.05,6.2,4.4,0.002,0.059,0.005,22.7,303.0,27.3,2.8,26.8,24.8,74.7,3.8,11.98,0.23,289.0,0.13,1
8.3,6.04,0.036,758.0,15.4,4.4,0.294,0.05,21.1,5.5,0.017,0.294,0.003,110.0,346.0,25.0,4.9,73.6,49.8,61.6,9.86,7.08,0.56,340.0,0.16,1
8.231000000000003,3.1,0.008240000000000006,390.98999999999995,8.33102,4.206,0.05297999999999996,0.053899999999999934,5.693999999999999,1.9929999999999994,0.003090000000000002,0.05304999999999996,0.004940000000000003,64.048,140.60849999999996,9.964,0.9107000000000002,7.114000000000005,15.735999999999997,54.00599999999999,1.2094999999999998,10.442299999999996,0.19688000000000008,201.52,0.2623000000000001,0
8.2455,2.8957999999999986,0.006460000000000005,404.288,3.6,4.652999999999999,0.08398999999999984,0.05269999999999995,2.744000000000002,1.1309999999999991,0.002180000000000002,0.0844799999999999,0.005030000000000003,69.485,146.791,9.975999999999997,0.8762999999999994,6.932999999999997,17.109,57.193000000000026,1.1319999999999997,12.079200000000005,0.12966999999999987,215.24,0.2792,0
8.3,82.1,0.158,354.0,5.8,117.6,0.118,0.1,25.6,7.0,0.012,0.118,0.003,16.9,211.5,20.0,3.0,19.4,17.4,60.1,3.12,11.9,0.729,208.0,0.11,1
7.9,0.35,0.002,436.8,0.5,0.9,0.142,0.02,1.0,0.3,0.002,0.142,0.002,76.47499999999995,180.93900000000002,27.760000000000012,1.3109999999999993,19.192999999999998,20.55799999999999,68.12600000000002,2.9028999999999985,12.4,0.17635000000000006,258.92,0.2742000000000001,0
8.4,3.45,0.009,309.8,9.8,6.3,0.065,0.04,1.0,1.1,0.002,0.065,0.002,36.7,124.84200000000001,2.0,0.4,2.0,12.0,43.4,0.38,10.4,0.13709000000000007,163.15,0.11,0
8.4,4.06,0.031,969.0,5.8,4.3,0.656,0.08,16.1,5.4,0.022,0.66,0.004,110.0,401.4,27.0,5.6,71.3,49.6,74.4,9.06,12.79,0.68,393.0,0.19,1
8.2,1.06,0.004,415.6,-0.1,2.2,0.156,0.05,1.0,0.5,0.002,0.156,0.003,78.0,143.0,1.1,0.55,1.9,16.0,53.0,0.32,13.29,0.32,221.0,0.32,0
8.2,0.99,0.003,411.4,0.56,2.0,0.6,0.05,2.0,0.8,0.002,0.6,0.005,53.5,138.0,11.7,0.7,7.1,16.9,49.1,1.24,12.59,0.1,192.0,0.13,0
8.4,2.82,0.007,942.5,0.0,0.5,0.277,0.27,7.5,3.9,0.002,0.277,0.0044,33.2,269.9,134.3,4.3,92.0,27.8,70.2,13.1,13.8,0.211,294.0,0.06,1
8.3,0.86,0.002,308.2,10.1,2.0,0.064,0.05,2.0,0.8,0.001,0.064,0.005,42.8,123.0,2.0,0.5,2.4,14.0,42.5,0.45,9.95,0.1,164.0,0.12,0
8.3,0.72,0.002,413.0,10.5,0.8,0.038,0.02,1.0,0.7,0.002,0.038,0.002,60.84099999999998,157.71700000000004,23.677999999999994,1.1589999999999998,17.912999999999993,18.05,57.881,2.9208,9.7,0.17797000000000004,219.94,0.2536,0
8.2,0.42,0.002,386.5,0.5,0.5,0.11,0.04,1.0,0.6,0.001,0.11,0.002,70.8,138.5,1.2,0.5,1.8,16.2,56.5,0.3,12.6,0.07,206.0,0.29,0
8.5,5.18,0.092,949.0,17.1,9.6,0.6,0.9,37.5,12.5,0.064,0.5997900000000009,0.08,75.0,373.0,19.2,5.2,58.1,45.7,71.8,7.58,9.0,0.912,362.0,0.26270000000000004,1
8.4,2.94,0.008,405.7,6.7,2.4,0.04,0.05,8.9,4.2,0.002,0.04,0.003,16.0,276.5,15.0,2.9,21.8,22.9,67.8,3.24,10.0,0.2,264.0,0.13,1
8.304999999999996,8.9,0.010500000000000002,346.86299999999994,12.556519999999994,13.877000000000008,0.05597000000000004,0.021800000000000014,6.042000000000002,2.3069999999999995,0.002350000000000002,0.05602000000000004,0.0033720000000000017,47.085000000000015,152.324,9.497999999999998,1.1339999999999997,8.014000000000001,15.408999999999994,53.00400000000001,1.3874000000000002,9.213799999999997,0.20003999999999997,196.25,0.2538,0
8.4,0.9,0.004,275.0,3.6,0.5,0.008,0.1,6.9,2.1,0.002,0.008,0.003,18.3,141.7,0.3,0.5,2.1,10.7,44.5,0.4,12.8,0.099,157.0,0.18,0
8.3,1.82,0.004,348.5,14.7,2.6,0.055,0.02,4.6,2.5,0.002,0.055,0.002,16.844000000000005,190.6930000000001,4.876,1.456,9.025000000000002,14.904000000000003,54.21100000000001,1.5334,9.0,0.17826999999999998,196.66,0.09179999999999998,0
8.4,2.37,0.014,284.2,16.3,3.0430000000000024,0.085,0.05,1.0,1.0,0.003,0.085,0.003,34.0,115.9,1.4,0.4,1.7,11.6,37.2,0.34,9.01,0.12,153.0,0.11,0
8.1,0.77,0.003,524.0,2.087,2.0,0.15,0.05,2.0,1.0,0.001,0.15,0.005,80.8,182.0,16.0,0.9,11.1,21.8,66.5,1.67,11.99,0.1,256.0,0.3,0
8.3,1.14,0.002,316.2,1.3,0.5,0.149,0.04,2.1,0.7,0.002,0.149,0.002,41.3,134.3,2.7,0.5,2.9,15.1,46.8,0.52,13.2,0.4,176.0,0.14,0
8.2,3.8,0.008,348.6,4.3,5.6,0.12,0.05,13.0,4.0,0.003,0.122,0.005,58.9,123.0,2.4,0.6,2.9,13.7,48.4,0.53,11.05,0.19,179.0,0.24,0
8.1,36.0,0.055,278.3,7.566,18.1,0.018,0.05,44.1,11.8,0.011,0.018,0.005,13.9,138.0,1.8,1.1,5.0,10.5,41.6,0.99,9.96,0.87,147.0,0.12,1
8.5,1.52,0.006,446.5,14.7,0.5,0.195,0.04,8.6,4.2,0.003,0.205,0.01,26.3,217.81399999999996,4.4,2.1,9.9,16.8,58.4,1.61,7.5,0.28339000000000003,224.64,0.12,1
8.2,1.3,0.006,387.2,10.381,3.0,0.089,0.05,4.2,0.8,0.005,0.089,0.005,72.1,145.0,1.2,0.6,2.4,16.8,56.8,0.4,9.57,0.1,211.0,0.31,0
8.2,26.2,0.1,1196.0,18.8,28.1,1.1,0.9,20.9,9.4,0.02,1.1,0.08,250.0,246.0,81.0,5.5,130.0,48.0,69.0,17.0,5.1,0.987,344.0,0.3039,1
8.5,13.0,0.077,1294.0,4.0,28.3,0.8,0.9,15.4,7.5,0.02,0.8,0.15,148.5,319.4,134.0,6.9,140.0,39.8,68.1,19.1,12.9,0.82,382.0,0.23259999999999997,1
8.3,3.7,0.032,810.0,0.193,20.6,1.19,0.05,9.0,3.5,0.007,1.19,0.005,63.6,347.0,36.1,4.1,32.2,48.6,82.1,3.98,12.72,0.43,405.0,0.17,1
8.0,1.74,0.006,808.911,0.5159199999999999,2.3,1.108,0.13199999999999995,5.2,4.7,0.005,1.108,0.002,61.6,332.0,58.7,3.8,49.0,32.0,89.1,6.3,12.003100000000002,0.35,384.0,0.17,1
8.1,0.43,0.002,368.3,0.3,0.5,0.143,0.04,1.0,0.7,0.002,0.143,0.002,67.4,151.1,2.0,0.7,2.7,16.8,60.5,0.43,12.6,0.14,229.0,0.26,0
8.2,1.54,0.005,621.0,0.9,0.5,0.039,0.04,9.6,4.2,0.003,0.039,0.002,23.8,320.3,12.4,2.8,23.1,25.1,72.9,3.3,11.5,0.259,304.0,0.12,0
8.3,4.51,0.01,395.0,4.0,4.723,0.05058000000000006,0.07039999999999993,20.0,2.7,0.005,0.05100000000000007,0.004092000000000003,24.262000000000004,194.05900000000008,10.290000000000004,2.22,15.324999999999996,15.671999999999993,54.95099999999999,2.5656999999999988,11.781300000000003,0.25995000000000007,203.07,0.1126499999999999,0
8.2,1.2,0.031,458.0,0.0,2.0,1.18,0.14,4.6,1.4,0.023,1.19,0.008,60.5,140.0,18.6,1.9,15.0,17.0,52.0,2.55,12.33,0.34,200.0,0.15,1
8.3,2.1,0.008,382.2,18.2,3.3,0.107,0.05,3.3,1.6,0.003,0.11,0.005,48.5,139.0,9.0,0.8,6.4,17.3,50.0,1.11,8.42,0.13,196.0,0.28,1
8.2,3.7,0.062,836.0,15.5,4.0,0.298,0.05,25.0,8.5,0.02,0.303,0.005,91.2,366.0,30.8,5.1,65.4,50.1,62.1,8.73,7.62,0.82,361.0,0.2,1
8.3,0.83,0.006,457.0,2.0,2.0,0.112,0.05,2.0,1.3,0.002,0.119,0.007,64.4,153.0,15.1,1.0,9.0,19.3,60.3,1.43,11.62,0.16,230.0,0.3,1
8.3,0.66,0.005,315.49,10.277390000000011,2.0,0.078,0.05,2.0,0.8,0.003,0.078,0.005,46.3,123.0,2.0,0.5,2.5,15.0,42.3,0.46,10.039700000000003,0.1,167.0,0.12,0
8.5,1.1,0.006,298.095,15.624609999999995,2.0,0.046,0.05,2.0,0.9,0.004,0.046,0.005,39.1,112.0,1.6,0.4,1.8,12.4,33.0,0.39,9.5129,0.11,133.0,0.11,0
8.3,3.5,0.026,983.0,0.793,3.2,0.844,0.05,12.1,4.5,0.016,0.844,0.005,118.0,398.0,31.9,5.1,70.0,51.9,78.3,8.67,12.42,0.38,409.0,0.2,1
8.2,2.7,0.005,288.6260000000002,8.289190000000001,3.5,0.096,0.05,2.2,1.4,0.002,0.096,0.005,34.9,118.0,1.7,0.5,2.0,12.8,40.0,0.39,11.1433,0.1,152.0,0.1,0
8.4,0.3,0.001,352.3,4.0,0.5,0.262,0.05,1.0,0.8,0.001,0.262,0.003,36.0,156.7,0.53,0.7,3.0,14.5,52.9,0.52,13.1,0.1,191.0,0.12,0
8.3,1.03,0.003,378.0,11.3,1.3,0.08169999999999993,0.05309999999999993,7.4,1.7,0.007,0.08206999999999992,0.0031840000000000024,58.66899999999999,148.39050000000006,19.076,1.4129999999999998,13.780000000000005,17.473,54.343,2.3334000000000006,9.6673,0.22331999999999994,205.94,0.25799999999999995,1
8.3,14.0,0.233,1032.0,14.8,14.0,0.296,0.08,44.0,14.8,0.154,0.304,0.007,148.0,286.0,90.3,8.7,134.0,37.2,50.2,20.3,6.49,1.28,259.0,0.19,1
8.4,16.2,0.062,463.7,2.3,22.4,0.96,0.1,4.0,1.6,0.023,0.966,0.006,49.0,152.1,25.0,1.8,17.0,16.0,49.0,2.98,14.2,0.393,191.0,0.14,1
8.3,23.1,0.162,1029.0,2.8,38.0,0.6,0.9,36.1,10.2,0.092,0.5996400000000008,0.08,81.9,313.0,19.6,12.1,52.0,50.8,77.0,6.51,12.3,1.263,349.0,0.26050000000000023,1
8.1,2.63,0.031,425.3,5.7,4.5,1.361,0.15,6.0,2.7,0.014,1.391,0.03,54.2,153.2,15.8,2.6,15.3,17.0,51.3,2.62,10.9,0.42,205.0,0.17,1
8.2,1.78,0.005,480.0,1.9,3.1,0.10012599999999987,0.02929999999999999,1.3,0.9510000000000001,0.005,0.10009999999999984,0.0020800000000000016,68.199,159.121,24.263999999999996,1.3090000000000002,18.917,18.11800000000001,59.59999999999998,3.0274,12.451100000000002,0.15844000000000003,226.98,0.28150000000000003,0
8.3,3.86,0.01,385.6,5.0,10.9,0.079,0.04,7.3,2.6,0.003,0.079,0.0044,60.5,138.2,4.1,1.0,4.2,15.9,55.4,0.7,12.6,0.091,194.0,0.3,0
8.0,0.62,0.014,496.1,0.0,2.3,0.27,0.1,1.0,2.7,0.005,0.27,0.003,44.0,262.1,7.8,2.0,15.0,21.0,73.0,2.19,14.0,0.376,289.0,0.09,0
8.2,1.36,0.004,466.7,0.0,2.8,0.161,0.04,1.0,1.8,0.002,0.161,0.002,30.5,224.5,4.6,1.5,11.1,17.5,67.1,1.71,12.4,0.156,239.0,0.1,0
8.3,0.24,0.002,342.6,3.3,0.5,0.272,0.05,1.0,0.5,0.002,0.272,0.003,38.0,155.6,0.62,0.6,2.7,14.6,52.0,0.47,11.7,0.1,185.0,0.12,0
8.2,6.52,0.053,441.5,0.0,10.1,0.86,0.1,12.6,5.5,0.036,0.867,0.007,100.0,439.8,22.0,6.8,61.0,54.0,86.0,7.29,11.0,0.499,435.0,0.17,1
8.3,1.22,0.002,397.7,1.0,0.5,0.081,0.02,1.0,0.8,0.002,0.081,0.002,57.0,152.18999999999988,1.6,0.6,2.3,15.2,58.1,0.38,11.9,0.03,214.79,0.28,0
